"year","month","perc","n_rate","d_rate","dd_rate","ratio"
2015,8,33.3333333333333,4.42556057877897,4.53063693180937,7.43533364626825,1.0237430606044
2015,9,20,2.09964719043112,3.03672545505989,1.59765750102942,1.44630272595291
2015,10,50,4.87647757005634,18.0662367135512,7.04842465427933,3.70477182638666
2015,11,55.1724137931034,17.175196449656,33.6139361260888,16.2907471148006,1.95712091122906
2015,12,64.5161290322581,27.3134261805318,45.4090538588773,48.5088089016269,1.66251767752386
2016,1,51.7241379310345,14.7334282680451,8.57833178320352,2.70770366610525,0.582235962135764
2016,2,86.9565217391304,8.56427191725341,22.9558207539714,6.91219678852067,2.68041708340963
2016,3,54.8387096774194,7.4653019121026,30.3323133414933,12.9437840016119,4.06310604696631
2016,4,63.3333333333333,13.4553416983272,34.3650272753682,24.1845864071574,2.55400628581886
2016,5,83.8709677419355,29.8263477229932,12.1606729003119,18.5130024562361,0.407715789182502
2016,6,40.7407407407407,3.28046567529988,7.53040084071461,1.43849611769514,2.29552800915261
2016,7,48.3870967741936,3.51646226101463,23.9798145890625,3.83312492895305,6.8193009931929
2016,8,58.6206896551724,11.5935177287681,15.8689497101254,21.3486779532053,1.36877780164585
2016,9,65.5172413793103,9.61148016836737,19.1950155559462,9.33730795689062,1.99709256219656
2016,10,100,52.534586557193,59.3137909095141,63.5872726738549,1.12904268971339
2016,11,70,11.0911062991664,24.3168570275873,25.6934434489255,2.1924645181171
2016,12,45.1612903225806,1.03825035588175,1.37441027681464,1.78221560277737,1.32377539678029
2017,1,46.6666666666667,15.6455122213162,6.86217532306533,4.92580930158802,0.438603429916214
2017,2,42.8571428571429,9.42734372888685,18.2648300068248,10.3991690161745,1.93743121414556
2017,3,58.0645161290323,55.8607268153836,15.8132495932806,18.5609292974422,0.283083491654924
2017,4,56.6666666666667,8.67018258112548,7.0006021241801,5.55861916841293,0.807434221676027
2017,5,38.7096774193548,3.65605250787792,11.8047914590656,4.42398470721336,3.22883531722509
2017,6,20,8.00606282339414,3.95780096421836,6.32991018985183,0.494350475573768
2017,7,22.5806451612903,10.9760081303764,4.50175938654794,3.55834958626044,0.410145412892799
2017,8,51.6129032258064,8.43169845644088,10.8173135213051,4.42908907053173,1.2829341060035
2017,9,30,13.5710402060381,18.3828978048762,14.7830067753159,1.3545680747963
2017,10,45.1612903225806,10.1375459172748,8.89377846447553,5.79277236964929,0.877310794649046
2017,11,86.6666666666667,8.92099972211779,19.0196350550097,11.7007053616707,2.13200713456525
2017,12,77.4193548387097,10.7093881663977,17.5309291918926,14.1902313624679,1.63696832344713
2018,1,71.4285714285714,11.5907975090225,16.5115611476111,17.8491867915229,1.42454055769314
2018,2,75,31.133008575821,18.8106578637114,28.0583659565814,0.604203021943739
2018,3,66.6666666666667,30.1344667208049,24.3357556952723,21.3664067282357,0.807572137271998
2018,4,70,46.8555084635586,43.0650227568965,21.8172187768974,0.91910266624019
2018,5,45.1612903225806,4.50803515525358,7.18243626607172,5.48148437347493,1.59325205299285
2018,6,24.1379310344828,6.21900811996,3.5422267801214,6.5523685707321,0.569580664921882
2018,7,32.258064516129,0.989513961204078,4.82766653340427,2.58899676375405,4.87882609309502
2018,8,48.3870967741936,11.4910379725214,2.72682244722611,12.6683102598141,0.237299924841147
2018,9,30,0.147811473531434,2.10373922681928,0,14.2325840921402
2018,10,25.8064516129032,0.419351640725686,26.6015072155221,12.8948537907742,63.4348471118137
2018,11,63.3333333333333,9.988889129072,23.0419187115898,18.725485585289,2.30675487672877
2018,12,51.6129032258064,6.91915891092182,15.8049523236633,7.80117531831538,2.28423028393168
2019,1,41.9354838709677,12.1815249255939,10.3331186538224,2.85511541511875,0.848261503952773
2019,2,50,8.89687710626825,14.1630148992112,14.2112163146395,1.59190856859568
2019,3,64.5161290322581,12.3937259669384,44.0585414974082,30.2091152815013,3.55490686295138
2019,4,54.1666666666667,11.437664618086,18.1691938250429,23.4305503878188,1.58854053093255
2019,5,67.741935483871,18.7555596738325,20.8309787332305,19.9722607489598,1.11065620517279
2019,6,53.8461538461538,5.267677467187,2.52997223624432,8.38923804816044,0.480282297464836
2019,7,38.7096774193548,15.6314985821275,15.2352180357429,8.06127659574468,0.974648588917912
2019,8,38.7096774193548,6.94420705652546,7.14220735785953,7.09756249093959,1.02851301807713
2019,9,23.3333333333333,2.03021425260109,5.42370303332205,2.88046891354406,2.67149293547381
2019,10,45.1612903225806,1.9182262840552,9.16929547844374,1.87224963328444,4.78009062573136
2019,11,33.3333333333333,2.40281410661135,5.52172595266305,0.110540860639558,2.29802461100508
2019,12,58.0645161290323,10.514576189485,20.1084208834402,18.6322169840201,1.91243284760726
2020,1,61.2903225806452,25.7205117660849,15.1606794607275,11.3712748789672,0.589439261497058
2020,2,58.6206896551724,2.37531713463536,13.320570053409,3.62988322468696,5.60791224850649
2020,3,54.8387096774194,10.936329588015,22.9481203462679,14.2169804998995,2.09833840152518
2020,4,36.6666666666667,62.3826850297653,16.156683531908,22.7266515308484,0.25899307675197
2020,5,45.1612903225806,11.8678100815729,10.6145340918196,3.69115611781447,0.894397030190154
2020,6,40,5.3476788743436,4.96377548009782,11.6843714476108,0.928211210271503
2020,7,32.258064516129,13.2068173576695,12.9934442731563,5.88016826467579,0.983843716564364
2020,8,13.6363636363636,0.0410918696800704,0.322966507177033,0.141342756183746,7.85962064251538
2020,9,36.6666666666667,1.7287573603674,7.08276059997281,0.906593406593407,4.0970241182184
2020,10,41.9354838709677,11.7384060326067,19.247069103619,8.59238188363927,1.63966632694038
2020,11,30,1.78350043176668,17.6472102635983,1.50234741784038,9.89470478911942
2020,12,51.6129032258064,2.06333850506525,12.9753948823624,4.72969113386919,6.28854395461981
2021,1,74.1935483870968,19.6074966283774,18.0932919213044,13.5233466868063,0.922774195208501
2021,2,39.2857142857143,4.15828741104164,7.02585348917949,1.11980558930741,1.68960266443428
2021,3,25.8064516129032,9.14199969106516,3.64556962025317,7.19066982438894,0.398771575524786
2021,4,60,2.86047528794285,9.94837848122169,0.952822073711374,3.47787604498978
2021,5,29.0322580645161,1.19520108654644,4.5560774874801,0.702028081123245,3.81197569075592
2021,6,30.7692307692308,18.2561676793215,10.3356834436619,17.0937581366724,0.566147486439284
2021,7,11.5384615384615,4.72487291536609,6.79713150825418,2.58760107816712,1.43858504345138
2021,8,29.0322580645161,7.55952221034136,4.50290608748853,4.74821962833425,0.595660143881659
2021,9,24.1379310344828,12.7257938274068,28.1446977205154,17.0134326894794,2.21162609596124
2021,10,29.0322580645161,1.31320325912873,1.29281849122206,1.71150556505898,0.98447706570558
2021,11,70,8.79452183587446,11.9608257850936,1.59326935717103,1.3600313932138
2021,12,61.2903225806452,7.56004863035454,30.178383260575,27.921664626683,3.99182395988897
2022,1,67.741935483871,17.3256584581245,34.1197795625037,11.6610734757686,1.96932079926255
2022,2,35.7142857142857,3.10147790201404,1.49233522827387,6.19016393442623,0.481169066948625
2022,3,25.8064516129032,0.558749867720202,5.37982908073566,0.337794061794866,9.6283317304151
2022,4,33.3333333333333,1.92101855174674,9.07441042238343,0.7785845121709,4.7237494995206
2022,5,19.3548387096774,0.919116789852876,5.84618276938436,0.142894000436621,6.36065278528985
2022,6,23.3333333333333,0.16930663966818,6.18386808670015,2.04653983172895,36.5246637628611
2022,7,32,0.824786953257429,3.35763897471389,0.142740316705078,4.07091669121726
2022,8,25.8064516129032,0.900796785292075,0.364004044489383,0,0.404091189525458
2022,9,20.6896551724138,12.7292189758338,1.05401633163814,2.83008145482099,0.0828029067328616
2022,10,57.1428571428571,16.8191700128706,7.25317867919465,13.4396012357538,0.431244744755197
2022,11,60,15.7183058845662,22.8396542454196,24.5474303527914,1.45306080777101
2022,12,61.2903225806452,10.3209034514738,20.4161839790621,19.8894216056309,1.97813922735094
